"regexmatch","regexmatchLen","regexmatchLetterLen","regexmatchPipeLen","regexmatchLetterOverPipe","tfIdfSimilarity","treeSearchRank","nAND","nOR","nANDoverOR","topicID","rankOverTopicID","treeSearchProminence","heuristicAnswerScore","answerCorrectness"
% A-ID: stella.10_AUSLEIHE.01_BESTELLEN.01_BUCH.19_Buch_Wie_Bestellen
% A: [02]Wenn Du Dir im OPAC ein Medium an einen anderen Bibliotheksstandort schicken lassen willst, oder es gerade entliehen ist, dann klick einfach auf den blauen Pfeil auf dem ORDER steht, gib Deine Library Nummer und Dein Passwort ein und wähle den Abholort. Noch zweimal bestätigen und das war es dann. Wenn das Bestellte da ist, melden wir uns.
"1","4131.0","44825.0","6465.0","6.932415712960099","0.0","1.0","21.0","28.0","0.7241379310344828","11","0.08333333333333333","0.5","5083.6140000000005","0"
% Q: ... Arbeitsplatz vormerken
% A-ID: stella.01_KOMPLEX.02_BEREICHE.01_ARBEITSPLATZ.04a_Arbeitsplatz_WieReservieren
% A: [04]Man muss bei uns nur die Carrels reservieren. Wie viel es kostet und wie es funktioniert kannst Du auf <linkToPhrases>http://www.unibz.it/library/services/carrels/index.html?LanguageID=DE|dieser</linkToPhrases> Seite nachlesen oder Du fragst direkt am Infodesk.
"1","329.0","2809.0","435.0","6.442660550458716","0.0","0.0","6.0","0.0","6.0","2","0.0","1.0","407.154","1"
% A-ID: stella.10_AUSLEIHE.01_BESTELLEN.01_BUCH.19_Buch_Wie_Bestellen
% A: [02]Wenn Du Dir im OPAC ein Medium an einen anderen Bibliotheksstandort schicken lassen willst, oder es gerade entliehen ist, dann klick einfach auf den blauen Pfeil auf dem ORDER steht, gib Deine Library Nummer und Dein Passwort ein und wähle den Abholort. Noch zweimal bestätigen und das war es dann. Wenn das Bestellte da ist, melden wir uns.
"1","4131.0","44825.0","6465.0","6.932415712960099","0.0","1.0","21.0","28.0","0.7241379310344828","11","0.08333333333333333","0.5","5083.6140000000005","0"
% Q: … Benutzungsregeln PCs 
% A-ID: stella.01_KOMPLEX.02_BEREICHE.01_ARBEITSPLATZ.08_Computerplatz_Regelung
% A: [02]Es gibt natürlich einige Dinge zu beachten. Willst Du die kompletten Benutzungsregeln für EDV-Arbeitsplätze nachlesen?
"1","209.0","1918.0","325.0","5.883435582822086","0.0","0.0","3.0","0.0","3.0","2","0.0","1.0","259.554","1"
% A-ID: stella.17_USER.05_WerBenutzen
% A: [04]Die Universitätsbibliothek kann jeder benutzen. Zur Ausleihe ist allerdings ein Ausweis erforderlich - Studierenden der Freien Uni Bozen dient die Student Card gleichzeitig auch als Bibliotheksausweis. Alle anderen Personen bekommen für 10,00 € einen Bibliotheksausweis der 1 Jahr gültig ist. Alle Regelungen findest du auf <linkToPhrases>http://www.unibz.it/library/aboutus/regulations/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","3560.0","47954.0","6306.0","7.603297922942762","0.0","1.0","12.0","28.0","0.41379310344827586","18","0.05263157894736842","0.5","4381.284000000001","0"
% Q: … Benutzungsrichtlinien PCs
% A-ID: stella.01_KOMPLEX.02_BEREICHE.01_ARBEITSPLATZ.08_Computerplatz_Regelung
% A: [02]Es gibt natürlich einige Dinge zu beachten. Willst Du die kompletten Benutzungsregeln für EDV-Arbeitsplätze nachlesen?
"1","209.0","1918.0","325.0","5.883435582822086","0.0","0.0","3.0","0.0","3.0","2","0.0","1.0","259.554","1"
% A-ID: stella.17_USER.05_WerBenutzen
% A: [04]Die Universitätsbibliothek kann jeder benutzen. Zur Ausleihe ist allerdings ein Ausweis erforderlich - Studierenden der Freien Uni Bozen dient die Student Card gleichzeitig auch als Bibliotheksausweis. Alle anderen Personen bekommen für 10,00 € einen Bibliotheksausweis der 1 Jahr gültig ist. Alle Regelungen findest du auf <linkToPhrases>http://www.unibz.it/library/aboutus/regulations/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","3560.0","47954.0","6306.0","7.603297922942762","0.0","1.0","12.0","28.0","0.41379310344827586","18","0.05263157894736842","0.5","4381.284000000001","0"
% Q: … Regeln für die PCs
% A-ID: stella.01_KOMPLEX.02_BEREICHE.01_ARBEITSPLATZ.08_Computerplatz_Regelung
% A: [02]Es gibt natürlich einige Dinge zu beachten. Willst Du die kompletten Benutzungsregeln für EDV-Arbeitsplätze nachlesen?
"1","209.0","1918.0","325.0","5.883435582822086","0.08073074066348214","0.0","3.0","0.0","3.0","2","0.0","1.0","259.554","1"
% A-ID: stella.17_USER.05_WerBenutzen
% A: [04]Die Universitätsbibliothek kann jeder benutzen. Zur Ausleihe ist allerdings ein Ausweis erforderlich - Studierenden der Freien Uni Bozen dient die Student Card gleichzeitig auch als Bibliotheksausweis. Alle anderen Personen bekommen für 10,00 € einen Bibliotheksausweis der 1 Jahr gültig ist. Alle Regelungen findest du auf <linkToPhrases>http://www.unibz.it/library/aboutus/regulations/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","3560.0","47954.0","6306.0","7.603297922942762","0.050525793672253384","1.0","12.0","28.0","0.41379310344827586","18","0.05263157894736842","0.5","4381.284000000001","0"
% Q: … Richtlinien PCs
% A-ID: stella.01_KOMPLEX.02_BEREICHE.01_ARBEITSPLATZ.08_Computerplatz_Regelung
% A: [02]Es gibt natürlich einige Dinge zu beachten. Willst Du die kompletten Benutzungsregeln für EDV-Arbeitsplätze nachlesen?
"1","209.0","1918.0","325.0","5.883435582822086","0.0","0.0","3.0","0.0","3.0","2","0.0","1.0","259.554","1"
% A-ID: stella.17_USER.05_WerBenutzen
% A: [04]Die Universitätsbibliothek kann jeder benutzen. Zur Ausleihe ist allerdings ein Ausweis erforderlich - Studierenden der Freien Uni Bozen dient die Student Card gleichzeitig auch als Bibliotheksausweis. Alle anderen Personen bekommen für 10,00 € einen Bibliotheksausweis der 1 Jahr gültig ist. Alle Regelungen findest du auf <linkToPhrases>http://www.unibz.it/library/aboutus/regulations/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","3560.0","47954.0","6306.0","7.603297922942762","0.0","1.0","12.0","28.0","0.41379310344827586","18","0.05263157894736842","0.5","4381.284000000001","0"
% Q: ab wann gibt es Mahngebühren
% A-ID: stella.10_AUSLEIHE.04_UEBERZIEHUNG.01a_Ueberziehung
% A: [04]Ja, man hat auch oft noch an andere Dinge zu denken, als an Bücher die zurückgegeben werden wollen. Und so eine Überziehung kann ganz schön ins Geld gehen. Du musst nämlich 2,50 € pro Medium pro Woche zahlen. Also bring so schnell wie möglich alle überzogenen Medien zurück!
"1","1412.0","22154.0","2815.0","7.8671875","0.0","0.0","27.0","17.0","1.5","11","0.0","1.0","1739.244","0"
% A-ID: stella.10_AUSLEIHE.11_GEBUEHREN.01_Gebuehren_WannEntstehen
% A: [03]In den meisten Fällen handelt es sich um Mahngebühren für Medien, die nicht rechtzeitig zurückgebracht oder verlängert wurden. Inhaber einer Library Card müssen auch für Fernleihbestellungen Gebühren zahlen. Die Gebührenordnung der Universitätsbibliothek findest Du auf <linkToPhrases>http://www.unibz.it/library/aboutus/regulations/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","1177.0","6395.0","834.0","7.658682634730539","0.03490457726053179","1.0","6.0","16.0","0.35294117647058826","11","0.08333333333333333","0.6666666666666666","1450.194","1"
% A-ID: stella.10_AUSLEIHE.11_GEBUEHREN.09_STW_Gebuehren
% A: [05]Das wären die wichtigsten Gebühren: Mahngebühren: 2,50 € pro Medium und Woche; jährliche Gebühr für eine Library Card: 10,00 €; Fernleihe für externe Kunden: Buch 2,50 € und Zeitschriftenaufsatz ab 5,00 €. Eine detaillierte Auflistung gibt es in der <option>Gebührenordnung</option>.
"1","244.0","1369.0","165.0","8.24698795180723","0.16784797451642625","2.0","3.0","0.0","3.0","11","0.16666666666666666","0.3333333333333333","302.604","0"
% Q: Ab wann muss ich Strafe zahlen?
% A-ID: stella.10_AUSLEIHE.11_GEBUEHREN.01_Gebuehren_WannEntstehen
% A: [03]In den meisten Fällen handelt es sich um Mahngebühren für Medien, die nicht rechtzeitig zurückgebracht oder verlängert wurden. Inhaber einer Library Card müssen auch für Fernleihbestellungen Gebühren zahlen. Die Gebührenordnung der Universitätsbibliothek findest Du auf <linkToPhrases>http://www.unibz.it/library/aboutus/regulations/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","1177.0","6395.0","834.0","7.658682634730539","0.0968065057727841","0.0","6.0","16.0","0.35294117647058826","11","0.0","1.0","1450.194","1"
% A-ID: stella.10_AUSLEIHE.11_GEBUEHREN.06_Kasse_Geoeffnet
% A: [07]Die Kasse ist während der normalen <option>Öffnungszeiten</option> der Bibliothek geöffnet.
"1","381.0","3945.0","541.0","7.27859778597786","0.0","1.0","7.0","3.0","1.75","11","0.08333333333333333","0.5","471.114","0"
% Q: An welchem Ort befinden sich die Bibliotheken?
% A-ID: stella.01_KOMPLEX.01_GEBAEUDE.04_Gebauede_WelcheTeile_Lokal
% A: [02]Die Bibliotheken sind in den jeweiligen Hauptgebäuden in Brixen und Bozen untergebracht. Mehr zur Bibliothek findest Du auf <linkToPhrases>http://www.unibz.it/library/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","1663.0","18883.0","2696.0","7.001483129403041","0.16326141485527934","0.0","7.0","4.0","1.4","2","0.0","1.0","2047.974","1"
% A-ID: stella.20_COMPANY.CONTACT.Adresse_Stabi
% A: [03]Auf <linkToPhrases>http://www.unibz.it/library/index.html?LanguageID=DE|dieser</linkToPhrases> Seite findest Du die Kontaktinformationen für alle drei Bibliotheksstandorte.
"1","336.0","1254.0","200.0","6.2388059701492535","0.063338333213546","1.0","6.0","0.0","6.0","21","0.045454545454545456","0.5","415.76399999999995","0"
% Q: an welchem Ort kann ich meine Reservierungen abholen
% A-ID: stella.10_AUSLEIHE.08_VORMERKUNG.07_Vormerkung_WoAbholen
% A: [02]Du erhältst entweder ein SMS oder ein E-Mail oder einen Anruf. Die Art und Weise der Benachrichtigung hängt davon ab, welche Daten wir von Dir haben. Die Bücher kannst Du dann im Infoschalter abholen.
"1","1211.0","10712.0","1664.0","6.433633633633634","0.10710779074870223","0.0","7.0","15.0","0.4375","11","0.0","1.0","1492.014","1"
% A-ID: stella.10_AUSLEIHE.08_VORMERKUNG.09_Vormerkung_WannAbholen
% A: [02]Du erhältst entweder ein SMS oder ein E-Mail oder einen Anruf. Die Art und Weise der Benachrichtigung hängt davon ab, welche Daten wir von Dir haben. Die Bücher kannst Du dann im Infoschalter abholen.
"1","1203.0","10942.0","1669.0","6.552095808383234","0.10710779074870223","1.0","7.0","15.0","0.4375","11","0.08333333333333333","0.5","1482.174","0"
% Q: An wen kann ich mich mit einer Beschwerde wenden?
% A-ID: stella.03_SERVICE.06_BESCHWERDE.01_Beschwerde
% A: [02]Ohje, Ärger mit der Unibibliothek? Du kannst es gerne mir erzählen und ich sag es dann den Kollegen. Oder aber Du machst das persönlich. Egal worum es sich handelt - wir kümmern uns darum. Versprochen.
"1","1650.0","9311.0","1307.0","7.118501529051988","0.0969099952736425","0.0","13.0","18.0","0.6842105263157895","4","0.0","1.0","2031.984","1"
% A-ID: stella.03_SERVICE.06_BESCHWERDE.02_Anregung
% A: [05]Wir sind immer offen für Anregungen oder auch Kritik. Entweder gleich jetzt mir sagen, oder persönlich an der Auskunft. Ein E-Mail kannst du natürlich auch schreiben, und zwar an library@unibz.it
"1","225.0","5649.0","675.0","8.356508875739644","0.0","1.0","3.0","0.0","3.0","4","0.2","0.5","279.234","0"
% Q: An wen muss ich den Erwerbungsvorschlag schicken?
% A-ID: stella.03_SERVICE.01_SERVICEANGEBOT.03_ERWERBUNG.01_Erwerbungsvorschlag
% A: [03]Wenn Du einen Anschaffungsvorschlag machen möchtest, füll das Formular für einen Neueinkauf aus! Auf <linkToPhrases>http://www.unibz.it/library/services/suggestions/form.html?LanguageID=DE|dieser</linkToPhrases> Seite findest Du es.
"1","1110.0","20242.0","2452.0","8.251936404402771","0.04448139239334035","0.0","9.0","16.0","0.5294117647058824","4","0.0","1.0","1367.7839999999999","0"
% A-ID: stella.03_SERVICE.01_SERVICEANGEBOT.03_ERWERBUNG.08_Neuerwerbungen
% A: [09]Eine Übersicht unserer Neuerwerbungen findet man über den OPAC - einfach auf "Neuerwerbungen" oben in der Menüleiste klicken. Man kann sich übrigens die Neuankäufe nach Fachgebiet und Zweigstelle geordnet anzeigen lassen!
"1","509.0","2126.0","310.0","6.836012861736334","0.02954330741405715","1.0","8.0","7.0","1.0","4","0.2","0.5","628.554","0"
% Q: An wen werden die E-Mails bei euch weitergeleitet?
% A-ID: stella.02_ORGANISATION.02_SYSTEM.05a_Stabi_Direktor
% A: [04]Die Universitätsbibliothek wird von Dr. Elisabeth Frasnelli geleitet.
"1","797.0","2634.0","370.0","7.099730458221024","0.020952051009777903","0.0","18.0","8.0","2.0","3","0.0","1.0","982.794","0"
% A-ID: stella.03_SERVICE.07_LOB.02_Service_Email_Weiterleiten
% A: [07]Normalerweise kümmern sich zwei Kollegen um die E-Mails. Je nachdem, worum es sich handelt, werden sie an die zuständigen Personen weitergeleitet.
"1","521.0","1771.0","278.0","6.347670250896058","0.3446474262092025","1.0","5.0","4.0","1.0","4","0.2","0.6666666666666666","643.3140000000001","1"
% A-ID: stella.20_COMPANY.CONTACT.EMailAdresse
% A: [03]Unsere E-Mail Adresse lautet library@unibz.it
"1","864.0","4143.0","706.0","5.85997171145686","0.2618159151049354","2.0","18.0","12.0","1.3846153846153846","21","0.09090909090909091","0.3333333333333333","1065.204","0"
% Q: arbeitest du in der Bibliothek?
% A-ID: stella.02_ORGANISATION.02_SYSTEM.03a_Stabi_Aufgaben
% A: [07]Als Universitätsbibliothek stellen wir die für Forschung und Lehre benötigte Literatur für die einzelnen Fakultäten zur Verfügung. Mehr zu unseren Dienstleistungen findest Du in unserem <linkToPhrases>http://www.unibz.it/library/aboutus/organisationchart/index.html?LanguageID=DE|Organigramm</linkToPhrases>.
"1","992.0","16879.0","1936.0","8.713990707279297","0.09556869088798366","0.0","8.0","1.0","4.0","3","0.0","1.0","1222.644","0"
% A-ID: stella.12_BOT_TALK.BIBLIOTHEK.Bibliothek_AgentArbeiten
% A: [03]Also arbeiten im Sinne einer bezahlten 40-Stunden Stelle kann man das nicht nennen. Ich bin ein Cybrarian. Also nur virtuell auf den Webseiten der Bibliothek vorhanden - aber das dafür rund um die Uhr!
"1","140.0","533.0","123.0","4.298387096774194","0.1438444406036713","1.0","2.0","0.0","2.0","13","0.07142857142857142","0.5","174.684","1"
% Q: Auf welche Medienarten kann ich meine Suche einschränken?
% A-ID: stella.05_KATALOGRECHERCHE.01_SUCHKRITERIUM.23_STW_Materialarten
% A: [07]Über die <option>Erweiterte Suche</option> kannst Du die Suche auf bestimmte Medienarten (Bücher, DVDs, Zeitschriften, etc.) einschränken.
"1","309.0","2967.0","408.0","7.254278728606357","0.2863107593903768","0.0","3.0","0.0","3.0","6","0.0","1.0","382.554","1"
% A-ID: stella.08_THEMEN.02_CAMPUSKATALOG.20_What_search_for
% A: [03]Brauchst Du Informationen über mögliche <option>Suchkriterien</option>, oder willst Du wissen, welche <option>Typen von Medien</option> man im OPAC-Katalog finden kann?
"1","496.0","1585.0","237.0","6.659663865546219","0.14154939232701447","1.0","7.0","4.0","1.4","9","0.1","0.5","612.5640000000001","0"
% Q: Auf welche Weise ist recherchieren in eurem Bestand möglich?
% A-ID: stella.04_RECHERCHE.02_TIPPS.04_Recherche_WasIst
% A: [03]Was eine Recherche ist? Also ich kann Dir mal sagen, dass das Wort vom französischen rechercher abgeleitet ist. Auf gut Deutsch ist eine Recherche demnach eine Suche. Wichtig ist, dass man auch etwas findet. Und dafür bin ich ja da ;-) Weil ich gebe der einfachen Suche den professionellen Touch, der das ganze zur Recherche werden lässt.
"1","451.0","6797.0","994.0","6.831155778894472","0.08496089329007754","0.0","4.0","0.0","4.0","5","0.0","1.0","557.214","0"
% A-ID: stella.06_BUECHER.00_WIE_FINDE_ICH.00_Buch_WieFindeIch
% A: [02]Also für die Suche nach Büchern schlage ich Dir eine Recherche in unserem online Katalog (OPAC) vor. Möchtest Du dazu einige Tipps?
"1","3167.0","91186.0","12348.0","7.38407968256539","0.041034562889897645","1.0","12.0","3.0","3.0","7","0.125","0.5","3897.894","0"
% Q: Auf welche Weise kann ich bei euch nach Büchern suchen?
% A-ID: stella.06_BUECHER.00_WIE_FINDE_ICH.00_Buch_WieFindeIch
% A: [02]Also für die Suche nach Büchern schlage ich Dir eine Recherche in unserem online Katalog (OPAC) vor. Möchtest Du dazu einige Tipps?
"1","3167.0","91186.0","12348.0","7.38407968256539","0.21796775177496755","0.0","12.0","3.0","3.0","7","0.0","1.0","3897.894","1"
% A-ID: stella.08_THEMEN.02_CAMPUSKATALOG.20_What_search_for
% A: [03]Brauchst Du Informationen über mögliche <option>Suchkriterien</option>, oder willst Du wissen, welche <option>Typen von Medien</option> man im OPAC-Katalog finden kann?
"1","496.0","1585.0","237.0","6.659663865546219","0.1232606786460342","1.0","7.0","4.0","1.4","9","0.1","0.5","612.5640000000001","0"
% Q: Auf welche Weise kauft ihr neue Literatur?
% A-ID: stella.03_SERVICE.01_SERVICEANGEBOT.03_ERWERBUNG.02_BuchFehltUser
% A: [03]Wenn Du einen Anschaffungsvorschlag machen möchtest, füll das Formular für einen Neueinkauf aus! Auf <linkToPhrases>http://www.unibz.it/library/services/suggestions/form.html?LanguageID=DE|dieser</linkToPhrases> Seite findest Du es.
"1","647.0","14430.0","1719.0","8.38953488372093","0.06483213794778189","0.0","3.0","0.0","3.0","4","0.0","1.0","798.294","0"
% A-ID: stella.03_SERVICE.01_SERVICEANGEBOT.03_ERWERBUNG.08_Neuerwerbungen
% A: [09]Eine Übersicht unserer Neuerwerbungen findet man über den OPAC - einfach auf "Neuerwerbungen" oben in der Menüleiste klicken. Man kann sich übrigens die Neuankäufe nach Fachgebiet und Zweigstelle geordnet anzeigen lassen!
"1","509.0","2126.0","310.0","6.836012861736334","0.029474521853737588","1.0","8.0","7.0","1.0","4","0.2","0.5","628.554","0"
% Q: Auf welche Weise lassen sich meine Suchanfragen im OPAC besser machen?
% A-ID: stella.04_RECHERCHE.03_KATALOGE.02_CAMPUSKATALOG.07_STW_Campuskatalog
% A: [02]<linkToPhrases>http://pro.unibz.it/opacuni/index.asp?Lang=1|Hier</linkToPhrases> ist die Seite mit dem OPAC. Damit kannst Du im gesamten Bestand der Unibibliothek recherchieren. Der OPAC ist übrigens öffentlich im Internet zugänglich
"1","1319.0","9715.0","1403.0","6.919515669515669","0.06610308060212929","0.0","5.0","3.0","1.25","5","0.0","1.0","1624.8539999999998","0"
% A-ID: stella.05_KATALOGRECHERCHE.01_SUCHKRITERIUM.26_Suche_Verbessern
% A: [05]Ein Problem von Suchbegriffen sind die verschiedenen Endungsmöglichkeiten. Wenn man zum Beispiel nach »Soziologie« sucht, dann bekommt man keine Titel angezeigt, in denen Wörter wie »soziologisch«, »soziologisches« oder »Soziologen« etc. vorkommen. Obwohl diese sicher relevant wären. Was tun?
"1","144.0","603.0","87.0","6.8522727272727275","0.028477440272207406","1.0","3.0","0.0","3.0","6","0.14285714285714285","0.5","179.604","1"
% Q: Auf welche Weise werden die Ergebnisse meiner Katalogrecherche angezeigt?
% A-ID: stella.05_KATALOGRECHERCHE.01_SUCHKRITERIUM.01_Suche_Beispiel
% A: [04]Ich kann Dir einige <option>Profitipps</option> für die Suchmöglichkeiten geben. Oder möchtest Du selbst im <linkToPhrases>http://pro.unibz.it/opacuni/index.asp?Lang=1|Hilfetext des OPAC</linkToPhrases> nachlesen?
"1","1113.0","3118.0","475.0","6.550420168067227","0.062210590407035665","0.0","10.0","11.0","0.8333333333333334","6","0.0","1.0","1371.474","0"
% A-ID: stella.05_KATALOGRECHERCHE.02_TREFFERLISTE.01_Trefferliste_Ergebnisse
% A: [04]Wenn Du eine Suche im OPAC gemacht hast, bekommst Du eine Trefferliste. Wenn Du auf einen Titel in dieser Liste draufklickst, siehst Du, wo dieses Medium steht und ob es zurzeit verfügbar ist.
"1","613.0","7616.0","1160.0","6.5598621877691645","0.029385787823345284","1.0","6.0","0.0","6.0","6","0.14285714285714285","0.6666666666666666","756.474","1"
% A-ID: stella.05_KATALOGRECHERCHE.02_TREFFERLISTE.10_STW_Trefferliste
% A: [04]Wenn Du eine Suche im OPAC gemacht hast, bekommst Du eine Trefferliste. Wenn Du auf einen Titel in dieser Liste draufklickst, siehst Du, wo dieses Medium steht und ob es zurzeit verfügbar ist.
"1","492.0","11610.0","1461.0","7.9411764705882355","0.029385787823345284","2.0","3.0","0.0","3.0","6","0.2857142857142857","0.3333333333333333","607.644","1"
% Q: aus welchen gründen entstehen Mahngebühren
% A-ID: stella.10_AUSLEIHE.04_UEBERZIEHUNG.01a_Ueberziehung
% A: [04]Ja, man hat auch oft noch an andere Dinge zu denken, als an Bücher die zurückgegeben werden wollen. Und so eine Überziehung kann ganz schön ins Geld gehen. Du musst nämlich 2,50 € pro Medium pro Woche zahlen. Also bring so schnell wie möglich alle überzogenen Medien zurück!
"1","1412.0","22154.0","2815.0","7.8671875","0.0","0.0","27.0","17.0","1.5","11","0.0","1.0","1739.244","0"
% A-ID: stella.10_AUSLEIHE.11_GEBUEHREN.01_Gebuehren_WannEntstehen
% A: [03]In den meisten Fällen handelt es sich um Mahngebühren für Medien, die nicht rechtzeitig zurückgebracht oder verlängert wurden. Inhaber einer Library Card müssen auch für Fernleihbestellungen Gebühren zahlen. Die Gebührenordnung der Universitätsbibliothek findest Du auf <linkToPhrases>http://www.unibz.it/library/aboutus/regulations/index.html?LanguageID=DE|dieser</linkToPhrases> Seite.
"1","1177.0","6395.0","834.0","7.658682634730539","0.0","1.0","6.0","16.0","0.35294117647058826","11","0.08333333333333333","0.6666666666666666","1450.194","1"
% A-ID: stella.10_AUSLEIHE.11_GEBUEHREN.09_STW_Gebuehren
% A: [05]Das wären die wichtigsten Gebühren: Mahngebühren: 2,50 € pro Medium und Woche; jährliche Gebühr für eine Library Card: 10,00 €; Fernleihe für externe Kunden: Buch 2,50 € und Zeitschriftenaufsatz ab 5,00 €. Eine detaillierte Auflistung gibt es in der <option>Gebührenordnung</option>.
"1","244.0","1369.0","165.0","8.24698795180723","0.0","2.0","3.0","0.0","3.0","11","0.16666666666666666","0.3333333333333333","302.604","0"
% Q: bekomme ich die Fernleihbücher auch sicher innerhalb von zwei Wochen
% A-ID: stella.11_FERNLEIHE.01_ALLGEMEIN.04_STW_Fernleihe
% A: [04]Mit unserem Fernleihedienst kannst Du Dir Bücher oder Artikel, die es in keiner Bibliothek in Südtirol gibt, zu bestellen. Soll ich Dir erklären, wie das funktioniert?
"1","1279.0","17035.0","2423.0","7.027640264026402","0.054026154629794224","0.0","3.0","4.0","0.6","12","0.0","1.0","1575.654","0"
% A-ID: stella.11_FERNLEIHE.01_ALLGEMEIN.17a_Lieferfristen
% A: [04]Aufsatzkopien können in der Regel innerhalb einer Woche geliefert werden, bei Büchern liegt die Wartezeit durchschnittlich zwischen 10 und 20 Tagen.
"1","1055.0","2376.0","270.0","8.767527675276753","0.10433216426784611","1.0","14.0","8.0","1.5555555555555556","12","0.07692307692307693","0.5","1300.134","1"
% Q: bekomme ich eine Nachricht wenn der von mir bestellte Artikel angekommen ist
% A-ID: stella.09_ARTIKEL.01_ALLGEMEIN.25_Aufsatz_Bestimmt
% A: [05]Um an einen bestimmten Aufsatz zu kommen, solltest Du wissen, in welchem Buch oder in welcher Zeitschrift er erschienen ist. Weißt Du das?
"1","877.0","5956.0","854.0","6.966081871345029","0.025888343989490928","0.0","14.0","4.0","2.8","10","0.0","1.0","1081.194","0"
% A-ID: stella.10_AUSLEIHE.08_VORMERKUNG.05_Vormerkung_Benachrichtigung
% A: [02]Du erhältst entweder ein SMS oder ein E-Mail oder einen Anruf. Die Art und Weise der Benachrichtigung hängt davon ab, welche Daten wir von Dir haben. Die Bücher kannst Du dann im Infoschalter abholen.
"1","777.0","9847.0","1226.0","8.025264873675631","0.05775592130877699","1.0","8.0","4.0","1.6","11","0.08333333333333333","0.6666666666666666","958.1940000000001","0"
% A-ID: stella.11_FERNLEIHE.01_ALLGEMEIN.19_Fernleihe_Benachrichtigung
% A: [07]Beim Eintreffen Deiner Bestellung wirst Du umgehend telefonisch oder über Email oder per SMS informiert.
"1","247.0","1488.0","212.0","6.985915492957746","0.0","2.0","6.0","0.0","6.0","12","0.15384615384615385","0.3333333333333333","306.294","1"
% Q: bekomme ich eine Rechnung für die gebühren
% A-ID: stella.10_AUSLEIHE.04_UEBERZIEHUNG.07_Rechnung
% A: [01]Rechnungen stellen wir normalerweise nicht aus.
"1","64.0","37.0","2.0","12.333333333333334","0.0","0.0","0.0","0.0","0.0","11","0.0","1.0","81.204","1"
% A-ID: stella.10_AUSLEIHE.11_GEBUEHREN.09_STW_Gebuehren
% A: [05]Das wären die wichtigsten Gebühren: Mahngebühren: 2,50 € pro Medium und Woche; jährliche Gebühr für eine Library Card: 10,00 €; Fernleihe für externe Kunden: Buch 2,50 € und Zeitschriftenaufsatz ab 5,00 €. Eine detaillierte Auflistung gibt es in der <option>Gebührenordnung</option>.
"1","244.0","1369.0","165.0","8.24698795180723","0.17378331460439644","1.0","3.0","0.0","3.0","11","0.08333333333333333","0.5","302.604","0"
% Q: bewegen sich deine Lippen auch
% A-ID: stella.19_AGENT.APPEARANCE.BODY.Bewegung
% A: [01]Meine Körperbewegung ist ja auf das kleine Kästchen in dem Du mich siehst beschränkt. Ich kann aber meine Hände bewegen und einen grimmigen Gesichtsausdruck hab ich auch drauf.
"1","415.0","597.0","99.0","5.97","0.16433330086286396","0.0","8.0","3.0","2.0","20","0.0","1.0","512.934","0"
